id,comments
487,"We had a wonderful time at Steve's. He was there every morning with Cleo to make sure everything was fine, the room was clean and nice, we had bagels and coffee every morning. The other guests were also very nice. We really felt at home, chilling on the porch at night having a glass of wine. The neighborhood is nice and it is really close to the T slation. Loved our stay and would definitely come back!"
488,This is a great space in a great location. The host was very nice and accommodating.  Had no problems at all and would definitely stay again. 
489,"Easy parking, great location - downtown in 30 minutes or less.  Even though we didn't get to spend much time together, Hermina was very nice and welcoming to us.  Thanks!"
490,"Edward is an amazing host, and the property is absolutely beautiful!"
491,"We had a wonderful stay here.  The space is beautifully decorated, and the host had thought of many things to make the stay pleasant (fresh flowers, sunscreen, even homemade banana bread).  It was easy to find, parking was a cinch, and it was wonderfully nestled between Centre Street and the pond.  I was also surprised and pleased at how cool it stayed.  Thanks for being considerate hosts! "
492,"The apartment was exactly as described and in a great location. 

Communication with Ravi was really good and check in/out was straightforward. We thought it was good value for the area and would stay again if we returned to Boston. 

Parking was a bit of a nightmare, but that's not Ravi's fault by any means, just something to be aware of if you're driving there;  we eventually found a multi-story car park for $30 for 24hrs about 15 minutes walk away. 

We'd definitely recommend the apartment to others."
493,"Our stay at the Mayhew was just okay. We communicated throughout our stay with John of Swank Properties through the AirBNB messaging system. If you stay in a Swank Property, it will feel a bit more corporate because you're renting from a company rather than staying in a person's home. Before arriving, John was very accommodating in allowing us to access the apartment a few hours before scheduled check-in time. The apartment was very clean and spacious, and all amenities we could've needed were provided. There's a coffee shop a short walk away, a restaurant right next door, and it is conveniently located between two T stops.

Unfortunately, on the second week, we lost both AC and hot water in the apartment. We were told neither could be fixed until after our stay was going to be over. We did ask to have access to another unit for showers, but we did not receive a reply before our stay ended. 

Needless to say, our stay at The Mayhew was colored due to the issues with the apartment."
494,"We recommend this place! The apartment is big and clean. The hosts were very attentive and welcoming, very responsive before & during our stay and flexible to help us out when our flight got canceled last minute :) "
495,Jason is a fabulous host. We had the best time in his beautiful apartment. The space is open and generous and Jason was helpful with every part of our visit. I can't recommend his place highly enough. The location is ideal and you will be very comfortable!
496,"Andrew is a very good host - responsive, friendly and respectful.  The bedroom and bath I rented were comfortable and private, tasteful and clean. The location, in an older ethnic neighborhood, was perfect for my purposes - about 10 to 15 minutes by Uber to almost anywhere in Boston. "
497,"Boston was an amazing city. I had a wonderful time. Sean was very easy to get in touch with and it was very nice of him to store my luggage after checkout. The apartment itself is spacious enough for 1-2 people. There was a hairdryer and iron if needed. There were a couple of things that bothered me, first of all it needs a goooood cleaning. There was dust everywhere..and some things need to be replaced. The shower was not very inviting to take a long shower but it did the job. Secondly it is very dark in the apartment! And thirdly the noise. You could hear people everywhere-outside, in the hallway and above you! And the fridge is super loud and because it is right next to the bed it bothered me at night. Nevertheless the stay overall was good. Sean seems like a nice guy and the location can't be beaten- you can walk to most places!! "
498,"Great experience. Raphael was very responsive and accommodating. The room was clean upon arrival - towels laid out and two bottled waters provided. The private bath was appreciated.

Before check-in, Raphael found us multiple overnight parking options and responded quickly to our messages. We only briefly saw Raphael and his roommates, but everyone was friendly.

The T and bus stops are right around the corner, and the neighborhood is full of restaurants, coffee shops and bars.
"
499,"Katy and Ashley were very nice hosts. Their apartment is great, the room we were staying in was very comfy. They helped us navigate the city and the sights. It was a great way to experience Boston. 
Conclusion: We have to go back :-)
We can only recommend them as hosts
10/10"
500,"Had a wonderful stay at Deborah's place. The pictures were exactly what the real space looked like. It's a really beautiful space with a convenient location. 

Deborah was great communicating with me via text and was amenable to changing the arrival time since my flight got delayed. 

I had clean sheets, clean towels, amenities, etc. Everything was perfect for my stay. Will definitely come back! "
501,Excellent host. The house and room are exactly as described. No hassles getting in or out. I had a great time. Thanks Izzy!
502,"Ned is communicating very clear. We found a printed version of the house manual with additional details and also recommendations on restaurants, pharmacy, transportation etc. mostly helpful! Ned was a responsive host, replying our questions almost immediately.  Important to note that the apartment was very clean!! like in high-grade hotel!! the bed was comfortable. 
The description of the listing was accurate. The apartment is in a great location, nice neighborhood and indeed close to everything! will be happy to stay there again in the future."
503,Owen was a fantastic host & very accommodating - meeting us very late on the night we flew into Boston. He left us a great list of restaurant & shop recommendations for nearby which came in very handy. His place was in a great location in North End. Would definitely recommend Owen's place for other visitors.
504,Everything about this place was perfect. Close enough to the T station or Hubway bike rentals to get into downtown but also quiet and residential. Great places to eat are just around the corner (highly recommend Corner Street Cafe for brunch). Sarah was accommodating to our arrival and departure needs. The apartment has everything you need and is beautifully furnished.  
505,We didn't see The hosts but the house was very easy to find and get into. The display of breakfast food in the kitchen was great. The room was a little dated but very cozy and clean.
506,"I had a great week staying with Michelle in Roxbury, she's an amazing host who really knows the area and how to bake some awesome cookies! I'll be staying here for sure when I'm next back in Boston."
507,"Oh! My! Goodness!  Muching's family, house and room were all amazing.  [Note: Muching was not there, but her mother, Nancy, and her step-father Junzuo, along with a couple of long-term renters -Charles and Jim- were.]  Nancy helped get us there when we got lost and called.  She invited us to eat dinner with them.  She's a full time teacher and cooks great food.  Charles helped us understand the bus and train system.  Jim helped us with maps and bike routes. Junzuo was extremely intelligent and interesting to talk to.  
Our bedroom and bathroom were impeccably clean.   
We had a perfect guest experience, and highly recommend this place to anyone.     We will stay here again whenever we go to Boston."
508,"Alex was a lifesaver and hosted us (me and my fiancé ) with very short notice. It is a very nice house with a BIG room with your own bath, just great. We only stayed one night, arrived late and left quite early but we liked it a lot. Really nice people and we both loved their cute cats. "
509,"My stay at Shawn's place was great. The room I got is spacious and comfortable and everything was as described. Bathroom was also very good. House is at walking distance from a T station and is fairly easy to get from there to the main points in the city. I unfortunately did not manage to interact personally with Shawn, but our online conversation was always very nice and friendly. Shawn replied to my messages pretty quickly and was always very helpful. I definitely recommend his place."
510,"The whole experience at Katherine's place was great. The apartment is in very good conditions, perfect size for a couple and so well located in the city. Across the street is the subway station which takes you downtown in less than 15 minutes.
Katherine is a great host, even though we didn't had the chance to meet her, she was always available by phone and solved any question we had.
I totally recommend this place for sure we are coming back.

Omar & Claudia"
511,"We are a family of four and it was our first time visiting Boston to settle our daughter/sister for school here. We had a lovely stay at Kenzi's. They are extremely warm and were chirpy ally here throughout to take care of us. We did not feel like we were away from home at all. It was almost as if we were physically being hosted at the apartment. It was a great experience, the location is 5 stars and I highly recommend the apartment to anyone visiting Boston. Just one note, the apartment is on the second floor. My only regret is that I could not meet the family in person. :) "
512,"I needed a place to stay just for one night and I needed it to be close to the financial district, in walking distance of South Station. This was perfect for me! It is a really easy, short walk from South Station and in a nice neighbourhood. Jazz is a wonderful host, very kind and helpful and her room is just beautiful. The bed was as comfortable as my bed at home and the bed linen was lovely! The room, the bathroom and the rest of the apartment were all spotlessly clean and tidy. It was only a short stay but it was a good one! Thanks so much."
513,"The host was beyond wonderful, neighborhood was quite pleasant and the listing was spot on. I hope my daughter can stay here and I will recommend this listing to anyone who mentions wanting to travel to Boston."
514,"James' apartment is awesome! First of all the apartment is very spacious and homey, but even more perfect was the location. You are walking distance from everything! Couple blocks away are the Back Bay train station, great shops and restaurants on Newbury street, the Charles River Esplanade and Boston Common. James was also a great host. He's very responsive, flexible, and nice enough to leave an extra air mattress for us. Highly recommend!"
515,"Atef is a great host, he recieved me and gave a lot of info about the city hot spots. He's place is awsome, big and comfortable, nice patio, great location, I walked almost to everywhere from there but you have public transportation real close too. My next time in Boston I'm staying here again for sure, Charlestown is a beautifull neighborhood."
516,Izzy's communication is very good. All communication was done via text or AirBnB messaging. Directions and house details were well spelled out & clear. I was in the basement room of the 3 rooms he rents out. Everything is clean but spares. I would not consider it cozy but it was a very good value. 
517,"I absolutely recommend staying here! Gerald is an incredibly welcoming and friendly host. He has a beautiful, unique home, and I am very thankful that he opened it to us. I appreciated that we could have as much privacy as we needed, with a private entrance, but we could also hang out in the common areas. The location is terrific - it is a very short walk to the Back Bay T stop. This is a really good choice for a stay in Boston. "
518,"Evelyn was one of the most welcoming and considerate hosts that I've had the pleasure of meeting through AirBnB.  She has a terrific home, a great private guest suite (at the top of the house) and goes out of her way to make guests feel welcome.  I would highly recommend her, and her home, to anyone considering a stay in Boston!  

And, to those that are leery of traveling outside of the downtown section, this is a wonderfully safe community with lots of great authentic restaurants in close walking distance."
519,"The host is gracious, kind, and wonderful. They were accommodating to our needs and made sure that we were taken care of. The location is awesome, literally just a few steps away from a Train stop which takes you to the heart of Boston. The view of the Boston skyline is AMAZING! There is a park close by, and enjoyable walkways are also near.  The apartment is very modern, with a gym, an incredible lounge with multiple TVs and a pool table, and there is even a conference center if you wish to work. We have thoroughly enjoyed staying that this location. Everything was a win. Location + Hosts + Accommodation + Venue = an incredible experience."
520,Excellent experience. Highly recommendable. 
521,This apartment is beautiful!  Andrew was great and made us feel really welcome in Boston.   The apartment is in a really great location and was super clean.   Andrew gave us a few really good recommendations for grabbing a beer/dinner.  I would definitely stay here again next time I'm in Boston!
522,"Bob was an awesome host!  He was very welcoming upon our arrival, and then he and his partner actually left for the night so we had the whole place to ourselves.  His apartment was immaculate - it looked exactly like the photos.  It was as nice as a hotel, but more comfortable and more spacious.  When we arrived, Bob had stocked the fridge with milk and juice for our toddler and put out a sweet treat for us.  When we were ready to go, he even offered us a ride to the bus station so we would not have to lug our bags on the train.  We will definitely stay there again if we are in Boston."
523,Doug is sooo nice. And the house is really so good! It's a smart choice for me to have a perfect experience in Boston.
524,"We thoroughly enjoyed our stay in Charlestown this past weekend. Gerard and Marie's home is welcoming and spacious; absolutely perfect for the four of us during our trip. I especially enjoyed the architectural details of the home. In addition to providing coffee, juice and creamer, Marie gave us very helpful advice on parking and attractions upon arrival. We found everything we needed just steps away: grocery store, the Freedom Trail, subway, etc. Wish we could've stayed longer and hope to return again someday!"
525,The reservation was canceled 35 days before arrival. This is an automated posting.
526,Great location and apartment. We had no problems at the place.
527,"Cindy was a wonderful host and her home was charming, cozy and beautiful.  She made sure the fridge was stocked with things we liked, left us sweets and flowers and was friendly and responded quickly to all our emails.  
The location is perfect for those that want a quiet neighborhood with plenty of walking options nearby for food, shopping, historic sites (just a few blocks from the start of the Freedom Trail) and a lovely walk to the river. Easy access to the T as well.  
We loved Boston and staying at Cindy's place made it one of the best weekend vacations we've ever enjoyed.  I would not hesitate to stay here again and again. "
528,"A beautiful apartment, well situated in the Back Bay close to shops, bars, restaurants and the ""T"".

The apartment is comfortable, clean and quiet - the perfect place to chill after a busy day in the city.

Marina is also an excellent host, with good communication before and during my stay.

Highly Recommended!"
529,"Avoid if your sensitive to cat dander or cigarette smoke. Room was clean, common area was... collegiate? Comfortable bed and hot shower with good water pressure. Tom answered my first call and was helpful."
530,"Laurie was a great host. Really nice and welcoming and had several leaflets ready for me to start planning my trip around the city.
Directions were really clear so I had no problem in finding the house.
The room is cosy and warm and the bathroom is amazing!
If you are flexible with your times and can work around Laurie's schedule this is a great place to stay."
531,"Staying with Lisa was truly an amazing experienece. She was very helpful whenever I asked for directions and she always had suggestions for places to visit. The transit passes were a plus!! The apartment was cozy and very clean and safe. Lisa keeps the home clean and with everything you could need during your visit, if I ever visit Boston again I would look into this bnb again without a doubt."
532,"Izzy was exceedingly kind and overly accommodating to my circumstances as I relocated to Boston.

The home in East Boston is a quick 5-minute walk to the [Blue Line] Airport T-station.  You can be in downtown Boston (financial district) within 10 minutes and in Cambridge within 25 mins (via Green/Red Line transfers).

Also important, the home is an easy 5-minute walk to a Shaw's Supermarket, Walgreen's and CVS pharmacies, Marshall's, a liquor store and LOTS of diverse restaurants and bakeries.

The room was of ample size, and the bed was very comfortable.  Important for me (as I was a 3-week rental), there was ample storage in both a large closet and 4-drawer bureau.  The room was also equipped with a small refrigerator.

The bathroom (also large) was shared with other guests -- and there was never a scheduling problem.  The other communal rooms -- kitchen and living room -- were large and comfortable, though my experience was that most guests stayed in their rooms when not out visiting Boston.

Much was done throughout my 3-week stay to ensure the communal areas of the home were clean and comfortable for me and the others guests.

I will always be grateful to Izzy for helping me with my relocation to Boston and for that was done to make my stay enjoyable and stress-free!!"
533,"Deborah was a great host. She has provided everything I need, gave me lots suggest on places to go, she also has provided some snack in our room which is very sweet.
 and their apartment is much bigger then you can see on the photo! The bed is very big and cozy, and the whole room is very comfortable.The apartment is very cloes to the blue line and walk distance to some park. Also can see the skyline near by."
534,"Super happy with my experience. The location was great, and Sean was nice. We did our own thing and came and went as we pleased without the worry of bothering anyone. Would definitely use again. "
535,"If you are looking for somewhere to stay in the Boston area then I urge you to look no further and STAY HERE at Jez and Ken's beautiful home. Yes it's a perfect stopover for the airport but it's also the perfect place to stay no matter how you arrive or intend to leave Boston. From the moment I made a provisional inquiry I found Jez and Ken attentive and full of useful info to help plan my trip. Their home is immaculate, well loved and exactly like the copious photos available on this site. My daughter and I felt privileged to stay there and were trebly blessed to have Shirley around too to make our stay all the more special. From the moment you arrive they will treat you as honoured guests for whom nothing is too much trouble. Breakfast was great (cereals, muffins, toast etc); our own shelf in the fridge was always stocked with orange juice, water and milk and they have a fantastic coffee machine and a selection of teas always available. We could have breakfast when it suited us which led to a very relaxed start to the day. We were also encouraged to use the kitchen, dining room and living room and felt very welcome when we did so.The shower mentioned is to die for and it would be worth booking with Jez and Ken's just to use it. DON'T BE PUT OFF BY ORIENT HEIGHTS SUBWAY STATION BEING TEMPORARILY CLOSED - we stayed with Jez and Ken for 9 nights and found it exceedingly easy, quick and cheap, to get in and out of Winthrop to central Boston and beyond. There's a bus stop just round the corner from the house or a shuttle bus will take you from Orient Heights to the next T Line stop. You could also take the scenic route and take the Winthrop Ferry to Downtown Boston. Jez and Ken are both hard-working and exceptionally busy but we were fortunate enough for Jez to offer to ferry us to the local supermarket and for Ken to have a little spare time which he graciously gave up to show us the sites. Having our own personal tour guide in Ken was fantastic and it was great to spend time with Shirley too. We can't thank you enough. Jez and Ken obviously enjoy meeting new people and take a genuine interest in what you get up to during your stay. Winthrop itself is beautiful and worth spending time in, whilst overlooking Downtown Boston, it's beautiful in its own right. The people are exceptionally friendly and travelling with a 16 year old girl I felt very safe there no matter what the time of day or night. Jez and Ken know the best places to eat: listen to them, we did and had a fantastic lobster meal just round the corner from their home. As you'll no doubt guess I loved my time there and can't wait to return. THANK YOU..."
536,"Jason and Stephanie were thoughtful and accommodating hosts. Their home is beautiful, the room is so comfortable, and (at least to me) it seems there's nothing one might need that they haven't anticipated. Every expectation I had was met, if not exceeded. I definitely recommend staying with them!"
537,"Great location, small space but everything you need. Clean too. Howard was super friendly and checking in was easy with the door keypad. "
538,"Great location and room! The bed was comfortable, the towels and the room were clean. The shower and the bathroom were also really nice - we really loved the shower in the bathroom - it's so big and warm. The process of checking in and out was very well explained and easy. 
The only thing that bothered us a little is that we could hear everything going on in the room next to us. I think the house was redesigned to be hotel-like so there used to be a door between these two rooms. Otherwise, a very pleasant experience, would totally recommend. "
539,"Just needed a place to lay my head for the night, and this was perfect for what I was looking for."
540,We felt the apt. was too minimally furnished and supplied given the daily fee paid.  The kitchen needs more equipment to cook comfortably. The apt. in general needs to be cleaner when guests arrive. There should be smoke detectors in every bedroom and a fire extinguisher should be supplied. These issues can be easily corrected.
541,"Cynthia and her family were very accommodating and we had a lovely stay at their place. The room was very cozy with private bathroom, and the location was very convenient. Everyone in the house was very nice to us and we enjoyed their company. It was a big pleasure to stay with them and we would highly recommend it! 
Some particular things about our stay that I would like to add. We always felt welcome. Breakfast in the morning was a great asset and I liked that I could cook eggs the way I want. But most importantly, I wanted to talk about the hosts  
Cynthia is a very caring and pleasant person. We really appreciated that she landed us a Charlie card when we did not know how to get it, found a coupon for my contact lenses solution when I suddenly ran out of it, and texted me when noticed we had left a light inside a car on.  She helped us save time and money which was very thoughtful and helpful since we came for just a couple of days and had a limited budget. We felt like we are not alone in this new city and someone actually cares about us. Hotels would never offer you that.  I think Cynthia went an extra mile for us because she has a big warm heart. You can tell that by looking at how all her family and guests love and appreciate her. 
P.S. It was super nice of Keith to make delicious scrambled eggs for us on our first morning!  This was a great icebreaker: he showed us the kitchen and explained everything; otherwise we might have been too shy to start cooking ourselves. Also, we really liked chatting with him. 
Also, the cat Lucy and the dog Izzy are very cute and added even more to the warm atmosphere in the house.
It was a great stay! My husband and me are very grateful for Cynthia<80><99>s, Keith<80><99>s and their family<80><99>s hospitality 3
"
542,"This was my first airbnb experience. I was greeted by Ahmed's assistant Eddie at the Panera Bread across the street, he took me over to the place and showed me around and made sure that I knew how to operate everything. He gave me his cell phone number and instructed me to text him if anything came up. Despite the age of the building, the studio apartment was quite clean (the hallways in the building are worn out looking, but that's nothing they can control and it is a 100 year old building. You just need to look past that). It's in the theater district of Boston and just down the street from Boston Commons. Lot's of places to eat nearby (Rock Bottom, Legal Seafoods, Subway, pizza joint, German food place, several pubs). The traffic outside can get noisy fairly early in the morning, so take that into consideration based on your sleeping habits.  I'm not a high-maintenance traveler and just need a place to sleep, take a shower, and check/respond to email. The apt. had internet access which had decent bandwidth speed. Compared to the costs of hotels ($279/night and up) in the area, I would not have any hesitations about staying here in the future. Thanks Eddie and Ahmed for hosting!"
543,"An excellent place to stay in the heart of Charlestown and just two minutes outside of downtown Boston.  Everything was exactly as advertised.  Beautifully appointed house with a parking spot, plenty of comfortable beds and hassle free coming and going.  I would definitely recommend Nicolo's home. A  first class experience all around!"
544,"Robert fue un gran anfitrión, me ayudó a planificar las visitas a la ciudad, es una persona muy amable y preocupada.

Su casa es muy acogedora, tiene una pieza amplia, y está bien ubicada (cercana al metro).

Definitivamente recomiendo alojarse con Robert.
"
545,"Both Christina and Drew were there to welcome me at the apartment.  They gave me a few great tips about where to eat locally and how to get around Boston.  The room faces onto the main road and is therefore quite noisy but I was given ear plugs and slept very well.  The room itself is small but as I was only there to sleep, I really didn't mind. The apartment was clean and tidy.  Also an additional thoughtful touch - Drew also wrote out a list of places to eat in Portland, Maine, which was my next destination, which is was really lovely and useful."
546,The Carneys were friendly and had a great place with comfy beds and nice decor. The availability of breakfast items was also a plus. Neighbourhood was beautiful and serene. Would come back here if possible.
547,"Meg's place has everything you want from a trip to Boston - a terrific and super-lovely host, a T station ten minutes away, ample air conditioning and a beautiful flat to relax in after a busy day. Also, there's Wally the schnauzer, who's so charming he could broker peace (website hidden) is a great neighbourhood, there are loads of cute cafes and good food places within walking distance, and it's very pretty. I only wish I could have stayed longer / forever. "
548,"Great hosts.  Everyone was friendly and very welcoming.  If you are fortunate enough to stay when they are having a party, even better.  Great central location if you need a room in Boston.  "
549,"The neigbourhood is excelent and the street is very nice and quiet.
the appartment is nice and the bedroom is  big and bright.
we didn't see john but his roommate was very nice.
Unfortunately, it was a bad experience,
the bed was very small, hard and skinny.
it was not enough big to sleep at two people, and we are tallest than the bed ( I am 6 feet tall).
My friend slept without sheets on the couch which was dirty also.
We have not taken a shower because the bathroom was seriously terrible with dirtiness and moldiness everywhere... I am sorry to tell that, but you can't rent at 100$ with these services. It is sad because you have everything to make a succes.
best regards,"
550,"Sean was a great host.The apartment was just the perfect place to (website hidden) has all we needed: cooking area, fridge and microwave came  in handy. Beds were ok and bathroom was fine. It was hot outside but the air conditioning worked well.Location is good, very close to T stop.Sean even lent us a car seat for our 2 year old daughter, so we are really grateful to him.Fab!!"
551,"Just like other reviews say - great location, friendly and accommodating host, affordable price. You might want to make a reservation ahead since this place is very popular!; also there are two rooms on his listing, so check out both of them for availability."
552,Andre Thomas was very helpful and informative. Thank you. 
553,"No quilt, no air conditioner. Very small. Good location, very close to Boston Conservatory. "
554,Amazing condo in an even better location! Donny & Chris went out of their way to make my first trip to Boston one that will keep me wanting to come back! 
555,"A beautiful apartment - we didn't meet the hosts but Phoebe their friend was a delight. She really made two VERY tired, weary travellers feel at home. 
The apartment is very spacious, the beds are so comfortable, and it is very warm! Parking is absolutely no problem, it's such a quiet, safe neighbourhood too. 
The wifi is REALLY fast - great as we were working. Only local TV but when you can stream, it doesn't matter :) Great kitchen, good power in the shower too. We had no difficulty driving around - and Wholefoods is just a short drive away too :) "
556,"Julie was out of town for the weekend but her roommate was able to help me out with everything. She was very nice and accommodating, I immediately felt welcomed in the apartment. The location was amazing, it was basically in the center of everything, and it was really nice to walk down Boylston and Newbury with all the shops. Even though there are several subways within walking distance, I didn't feel the need to take it when exploring all the way to the heart of downtown. It's even within a nice walking distance from the Esplanade along the river. Couldn't have asked for a better location. "
557,"Our hosts (Richard and Victoria) made us feel very welcome. They left detailed instructions for our stay, answered any questions we had,  and even left 2 bottles of wine for us to enjoy with our holiday dinners; such a thoughtful touch! They were just awesome; they kept in touch (via text messaging) to make sure that we were enjoying our stay and let us know they were available to immediately address any issue that may arise. The apartment was even better in person - super cute, clean, and comfy! It was also bigger than we thought it would be, with enough room for the 3 of us (me, my husband, and our adult son) to spend time together, but also for each of us to have our own space if desired. The apt had all the described amenities (2 flat-screen TVs, wireless internet, a fully-supplied kitchen, etc.). We all slept well; the beds were big, soft, and warm. The neighborhood was nice, very quiet with a suburban feel. This was our first experience with airbnb, and the bar has been set very high indeed! This was sooo much better than staying in a hotel. The apartment was absolutely perfect - literally a home away from home. We would stay there again in a heartbeat."
558,"Kamal was very welcoming  and pleasant gentleman when we arrived at his place. You feel very comfortable in company of the host. He is very helpful in answering  any queries about the area around. 
We had complete access to the fully equipped kitchen and laundry. We had our  own privacy . Their kitty and we became very friendly during this period.
The location is perfect for  public transportation  and it is 15-20 mins walk to downtown , if you love to walk. 
We stayed here for 6 weeks and would come back here again if I come to Boston.

"
559,"Steve is the best host ever! My friend and I went to Boston and stayed there for a few days, whenever we wanted to ask something, we always got prompt responses, and he told us a good restaurant around there which we ended up going 2 days in a row! The place was very clean and in a safe and quiet neighborhood. Steve was a very warm, friendly and welcoming person. I definitely recommend Steve's place for your stay in Boston!"
560,"We stayed at Carlos and Cheryl's 2 bedroom condo in Boston for the 2015 Marathon. My boyfriend was running, and our moms came along for the trip.

The space:
This apartment is small, but fit our needs completely. It was great to have a ""home away from home"" as our home base, rather than a hotel, as it was crucial to be able to control our runner's diet prior to race day. The place had plenty of common space in the kitchen and the living room, and there was wifi and cable TV to enjoy when not partaking in local activities.

The neighborhood:
The North End was a FANTASTIC place to stay. It was central to many of the major landmarks in the city, plus it had access to two major T stops. The food was around the apartment was fantastic (Giacomo's is 1 block away and worth the wait!), and you are walking distance to the Freedom Trail.

The hosts:
Not only did they contact me almost immediately upon accepting the reservation, they shared important information about the area, the apartment, and their method for distributing keys. They also reached out 2 weeks prior with more stay details and checked-in the day we arrived.

Overall, an excellent experience. I hope to stay here again on my next trip to the city!"
561,"Hi, everything went very well. Check-In was just perfect. The shared bathrooms were always clean and I only had to wait once for about 10 minutes to use it during my week long stay. The street was quiet most of the time and the location is just gorgeous. And having the Whole Foods Market just 2 minutes walk away is also a big plus. The only downside was the overall slow WIFI speed."
562,"Jeff was easy to reach and very responsive to our emails and texts. He was responsible and trustworthy, doing what he said he would do, and being there when he said he would be. Nice neighborhood, right on the bus line to downtown. Jeff showed us where we were on the map, and how to get where we were going. He was helpful, and gave us all the information and help that we needed. We felt welcomed and comfortable. Thank you very much."
563,"Hermina provided us a place to stay on very short notice. I e-mailed her the day prior, and she opened up the process for me to book a room at her home for two nights. When we arrived, she provided a way to get into the house, a clean room and bed, and bathroom. She even allowed us to steal some of the fridge for holding some food and let us eat some of her breakfast fixings. It was a pleasure to stay there for 2 nights. If we ever return to Boston, we'll definitely be contacting her! Also worth noting - we had a car and parking was not an issue at all. Lastly, the T Station is VERY close - a 5 minute walk if you take your time. All in all - a great accommodation!"
564,"Pretty much as described. It was easy to find when driving and there was plentiful on street parking. The building appears to be a late 19th/early 20th century house, of which the apartment makes up the ground floor. The room is the former front room, the kitchen and bathroom are shared with Liz and Lucian. Liz and Lucian were very welcoming and understanding of our late arrival. The room is of reasonable size, probably best suited to a couple travelling although we fit three adults in there with little difficulty.

The building is about 10-15 minutes from the subway station, a further 20 minutes on the train to central Boston.

We enjoyed our stay and the opportunity it gave to explore Boston."
565,"Hermina is a wonderful host, and it really is like staying with a friend. She is 100% relaxed and generous: letting us share food from the fridge, borrow her GPS, even giving up her own room. A perfect stay!"
566,"Had a great time in Boston. The house was great, had everything we needed. Particularly liked the communal areas that were available, and loved having breakfast on the outdoor terrace upstairs. "
567,Had a good stay here. Was close to trains. Ideal for a couple.
568,Nice Apt.！Convienient，comfortable and cleaning～Just a few minutes to the Red line T public transportation. We sleep well with two beds in separate rooms and enjoy a great stay here.Maybe at the very first we have a little trouble to get in the apt. because of poor English but Jay's response is quick. Best recommendation ! 波士顿大好，住宿棒棒哒，干净，交通方便，还可以煮个拉面，力荐！
569,"We were in Boston for only 3 nights, and Susan's place was the perfect place for us. It is within 2 minutes from the T, and from there you can travel easily to anywhere in Boston. Susan was also a gracious host and made sure we had everything we needed and had some great ideas about places to see and eat. She is also quite the cook and every morning we were treated to Susan's home baking, cooked fresh along with an assortment of other breakfast items. The bedroom and bathroom were both spacious and clean, and it really felt like a home away from home. If you want to visit Boston, then we would wholeheartedly recommend Susan's place."
570,"All of my experiences with AirBnB have been easy and fun, and this one was too. 

I called John about 30 minutes before I arrived and he was waiting for me at the door to the building. He gave me a quick review of access to the building and showed me around the apartment. The location is about as central as you can get to downtown Boston. There is a T stop immediately below the building so you can get anywhere quickly. There are plenty of restaurants, coffee shops, and retail stores right in the area. China Town, the North End, and the Boston Common are short walks away from the apartment. 

The apartment itself was nice, with three comfortable bedrooms and a nice living/dining room combination. The bathroom was comfortable, clean, and had a huge jetted tub. I didn't get to try the jacuzzi out, but it looked nice. The shower was hot and had great pressure. I took the back bedroom and was surprised at how quiet it was. My coworkers indicated that there was some street noise from construction next door, but they both indicated it wasn't a problem. 

Afterwards we agreed that we would definitely stay here again. Thanks Jon!"
571,"We had a wonderful stay at Alicia and Kostas' place. The house is beautiful, welcoming and hospitable. The hosts are wonderful people, we felt like we've met old friends. We had morning coffee with them and shared our life stories in the beautiful yard under a grapevine canopy. The entire neighborhood is charming, close to the train and lots of good restaurants. We walked back from watching the 4th of July fireworks at midnight and felt safe. 
 Thank you very much, Alicia and Kostas for the great place to stay and the best memories."
572,"Erik and Traci were absolutely wonderful hosts and made me feel right at home in this quiet area of Cambridge.  The apartment is a straight shot to Harvard square and walking distance of the T (easy to get anywhere in Boston).  Erik and Traci were also knowledgeable of Boston and the immediate area around their home and were able to give valuable input as I looked for an apartment for my wife and I.  

The area around Erik and Traci is extremely quiet and safe, with lots of families in the area.  Their house was extremely clean and well kept.  It was a pleasure staying with them and I would highly recommend them to anyone."
573,Susans apartment is in a great location. Walking distance to downtown and some nice bars and restaurants. Communication and check in was easy and great. Would stay here again when visiting Boston.
574,"Amanda and Sara were both friendly and accommodating with checkin and checkout times, which really helped me out. Room was very comfortable (somewhat undersold in the pictures), for instance; coffee machine, en suite , tv entertainment . Great stay "
575,We went to boston for three days vacation. Living in Steve's place is very convenient and cheap. we save a lot money on this vacation.
576,"What a delightful experience staying at Bruce and Berry's home. I found the experience to be everything they said. They were warm and welcoming, got me situated in the house, made sure the temperature in my room was cool enough during the hot summer day. The room itself was beautiful and the house was unique and enjoyable. 
In the morning I was able to meet other people who were staying there as well as have a nice conversation with Berry. The neighborhood seemed very safe and it was a short walk from the T station.
Overall- a very lovely experience! "
577,"We loved staying at Robert's house. He was an excellent host, took us for a guided tour of Jamiaca Plain when we arrived and made us feel at home. The house is just like it looks online, and is very nice. There are lots of stairs, but they're not a big deal. It was really nice to have our own bathroom and his dog is also very friendly. We did most of our traveling around Boston on the train and the local T stop was an easy walk, plus trains run regularly. The local shops stock mostly organic food and are a bit pricey but it's a very welcoming neighbourhood. Would recommend anyone to go and stay there. Thanks Robert for a great stay."
578,This was my first experience with Airbnb and it was wonderful.  The owners were easy to get in touch with from the initial reservation through the last day.  The apartment was in a great location for any Boston experience.  I highly recommend them for anyone traveling to the area.
